DATE	      CLOSE
20190102	15.2
20190103	15.1
20190104	15.1
20190107	15.5
20190108	15.55
20190109	15.7
20190110	15.7
20190111	15.85
20190114	15.8
20190115	16.15
20190116	16.25
20190117	16.35
20190118	16.3
20190121	16.5
20190122	16.5
20190123	16.55
20190124	16.8
20190125	16.75
20190128	16.95
20190129	16.95
20190130	17
20190211	16.85
20190212	17
20190213	17.05
20190214	17.1
20190215	16.85
20190218	17.15
20190219	17.05
20190220	17.15
20190221	17.1
20190222	17.35
20190225	17.4
20190226	17.4
20190227	17.45
20190304	17.2
20190305	17.45
20190306	17.5
20190307	17.6
20190308	17.4
20190311	17.45
20190312	17.65
20190313	17.9
20190314	17.7
20190315	17.85
20190318	17.7
20190319	17.45
20190320	17.65
20190321	17.65
20190322	17.55
20190325	17.5
20190326	17.55
20190327	17.55
20190328	17.35
20190329	17.55
20190401	17.55
20190402	17.6
20190403	17.45
20190408	17.65
20190409	17.8
20190410	17.65
20190411	17.75
20190412	17.75
20190415	17.75
20190416	17.9
20190417	17.9
20190418	17.85
20190419	17.75
20190422	17.7
20190423	17.85
20190424	17.9
20190425	17.8
20190426	17.85
20190429	17.8
20190430	17.9
20190502	17.75
20190503	18
20190506	17.8
20190507	18
20190508	17.8
20190509	17.55
20190510	17.6
20190513	17.45
20190514	17.25
20190515	17.35
20190516	17.3
20190517	17.3
20190520	17.4
20190521	17.45
20190522	17.5
20190523	17.5
20190524	17.5
20190527	17.4
20190528	17.3
20190529	17.5
20190530	17.6
20190531	17.75
20190603	17.95
20190604	17.75
20190605	17.9
20190606	18.05
20190610	18.1
20190611	18.05
20190612	17.95
20190613	17.85
20190614	17.85
20190617	18.05
20190618	18.1
20190619	18.6
20190620	18.85
20190621	18.9
20190624	18.9
20190625	18.7
20190626	18.8
20190627	18.85
20190628	18.65
20190701	18.95
20190702	17.85
20190703	17.75
20190704	17.95
20190705	18
20190708	17.75
20190709	17.9
20190710	18
20190711	18
20190712	18.05
20190715	18.05
20190716	17.6
20190717	17.7
20190718	17.65
20190719	17.6
20190722	17.6
20190723	17.6
20190724	17.6
20190725	17.45
20190726	17.35
20190729	17.75
20190730	17.75
20190731	17.5
20190801	17.35
20190802	17.05
20190805	17.05
20190806	16.85
20190807	17
20190808	17.2
20190812	17.55
20190813	17.15
20190814	17.25
20190815	17.4
20190816	17.6
20190819	18
20190820	18.5
20190821	18.4
20190822	18.5
20190823	18.5
20190826	18.25
20190827	18
20190828	18.1
20190829	17.95
20190830	18.05
20190902	18.3
20190903	18.15
20190904	18
20190905	18.45
20190906	18.65
20190909	19
20190910	19.15
20190911	19.1
20190912	19.1
20190916	19.1
20190917	19
20190918	19.15
20190919	19
20190920	18.7
20190923	18.85
20190924	18.75
20190925	18.7
20190926	18.7
20190927	18.5
20191001	18.6
20191002	18.55
20191003	18.15
20191004	18.25
20191007	18.35
20191008	18.4
20191009	18.05
20191014	18.65
20191015	18.7
20191016	18.75
20191017	18.7
20191018	18.8
20191021	18.9
20191022	19
20191023	18.85
20191024	19
20191025	19
20191028	18.95
20191029	19
20191030	19.1
20191031	19.05
